23:54:44.847161000 1 000000000000001a-6<-->0000000000000019-00000007
23:54:44.847250000 2 000000000000001a-7<-->000000000000001b-00000006
23:54:44.847333000 3 000000000000001c-6<-->000000000000001b-00000007
23:54:44.847362000 4 000000000000001c-7<-->000000000000001d-00000006
23:54:44.847405000 5 000000000000005f-6<-->000000000000005e-00000007
23:54:44.847433000 6 000000000000005f-7<-->0000000000000060-00000006
23:54:44.847475000 7 0000000000000023-6<-->0000000000000022-00000007
23:54:44.847503000 8 0000000000000023-7<-->0000000000000024-00000006
23:54:44.847543000 9 000000000000003e-7<-->000000000000003f-00000006
23:54:44.847570000 10 000000000000003e-6<-->000000000000003d-00000007
23:54:44.847612000 11 0000000000000026-6<-->0000000000000025-00000007
23:54:44.847639000 12 0000000000000026-7<-->0000000000000027-00000006
23:54:44.847802000 13 0000000000000035-6<-->0000000000000034-00000007
23:54:44.847843000 14 0000000000000035-7<-->0000000000000036-00000006
23:54:44.847920000 15 0000000000000029-6<-->0000000000000028-00000007
23:54:44.847950000 16 0000000000000029-7<-->000000000000002a-00000006
23:54:44.848029000 17 0000000000000005-6<-->0000000000000004-00000007
23:54:44.848059000 18 0000000000000005-7<-->0000000000000006-00000006
23:54:44.848148000 19 0000000000000028-6<-->0000000000000027-00000007
23:54:44.848290000 20 000000000000003a-7<-->000000000000003b-00000006
23:54:44.848323000 21 000000000000003a-6<-->0000000000000039-00000007
23:54:44.848386000 22 0000000000000012-6<-->0000000000000011-00000007
23:54:44.848415000 23 0000000000000012-7<-->0000000000000013-00000006
23:54:44.848459000 24 000000000000004e-7<-->000000000000004f-00000006
23:54:44.848487000 25 000000000000004e-6<-->000000000000004d-00000007
23:54:44.848529000 26 0000000000000054-6<-->0000000000000053-00000007
23:54:44.848556000 27 0000000000000054-7<-->0000000000000055-00000006
23:54:44.850056000 28 0000000000000018-7<-->0000000000000019-00000006
23:54:44.850092000 29 0000000000000018-6<-->0000000000000017-00000007
23:54:44.850138000 30 0000000000000009-7<-->000000000000000a-00000006
23:54:44.850166000 31 0000000000000009-6<-->0000000000000008-00000007
23:54:44.850209000 32 000000000000002e-6<-->000000000000002d-00000007
23:54:44.850238000 33 000000000000002e-7<-->000000000000002f-00000006
23:54:44.850280000 34 0000000000000030-6<-->000000000000002f-00000007
23:54:44.850309000 35 0000000000000030-7<-->0000000000000031-00000006
23:54:44.850350000 36 000000000000003b-7<-->000000000000003c-00000006
23:54:44.850565000 37 0000000000000058-6<-->0000000000000057-00000007
23:54:44.850598000 38 0000000000000058-7<-->0000000000000059-00000006
23:54:44.850641000 39 0000000000000034-6<-->0000000000000033-00000007
23:54:44.850718000 40 000000000000005e-6<-->000000000000005d-00000007
23:54:44.850798000 41 0000000000000036-7<-->0000000000000037-00000006
23:54:44.850893000 42 0000000000000048-6<-->0000000000000047-00000007
23:54:44.850945000 43 0000000000000048-7<-->0000000000000049-00000006
23:54:44.851021000 44 0000000000000003-7<-->0000000000000004-00000006
23:54:44.851068000 45 0000000000000003-6<-->0000000000000002-00000007
23:54:44.851138000 46 0000000000000033-6<-->0000000000000032-00000007
