stamptime;link_number;link
('19:29:06.015946000', 1634);000000000000004f-4<-->0000000000000054-0000000a
('19:28:50.708365000', 193);000000000000001b-5<-->0000000000000025-00000006
('19:29:05.984653000', 1029);0000000000000050-3<-->0000000000000053-0000000b
('19:29:29.249178000', 2276);00000000000000dc-8<-->00000000000000e8-00000007
('19:29:05.990162000', 1128);00000000000000af-2<-->00000000000000b2-0000000a
('19:29:05.983403000', 1013);00000000000000a3-10<-->0000000000000097-0000000b
('19:28:50.811477000', 324);0000000000000029-8<-->000000000000001d-00000009
('19:29:06.020635000', 1710);00000000000000a0-5<-->0000000000000092-00000008
('19:29:05.964988000', 776);0000000000000061-2<-->000000000000006a-00000004
('19:29:05.321331000', 616);00000000000000ab-3<-->00000000000000b3-00000006
('19:29:29.261947000', 2382);00000000000000db-8<-->00000000000000e8-00000006
('19:29:06.021205000', 1715);00000000000000b9-11<-->00000000000000b0-00000009
('19:29:29.249191000', 2277);00000000000000dc-2<-->00000000000000e2-00000007
('19:29:06.708856000', 1804);00000000000000a8-7<-->0000000000000094-00000010
('19:28:50.808846000', 304);0000000000000030-8<-->000000000000001d-00000010
('19:29:06.003970000', 1370);000000000000009b-6<-->0000000000000093-00000003
('19:29:05.993997000', 1204);0000000000000067-4<-->000000000000006c-0000000a
('19:29:29.262550000', 2406);00000000000000c1-12<-->00000000000000d4-00000004
('19:28:50.711911000', 248);0000000000000024-9<-->000000000000001e-00000004
('19:29:06.021500000', 1718);0000000000000066-13<-->0000000000000075-00000009
('19:29:05.998407000', 1264);0000000000000085-8<-->000000000000007d-00000005
('19:29:05.999573000', 1292);00000000000000bf-4<-->00000000000000a9-0000000f
('19:29:05.983435000', 1014);00000000000000a3-5<-->0000000000000092-0000000b
('19:28:50.808142000', 295);000000000000001a-1<-->0000000000000021-00000005
('19:28:52.253573000', 426);000000000000000f-10<-->0000000000000007-00000007
('19:29:05.970003000', 844);000000000000007b-3<-->0000000000000083-00000006
('19:29:06.711944000', 1897);000000000000006d-4<-->0000000000000061-00000005
('19:28:50.708218000', 186);000000000000001b-16<-->0000000000000030-00000006
('19:28:48.843103000', 2);0000000000000013-4<-->0000000000000001-0000000b
('19:29:06.016620000', 1645);00000000000000a5-10<-->0000000000000097-0000000d
('19:29:06.710796000', 1863);0000000000000045-8<-->0000000000000035-0000000d
('19:29:05.998319000', 1260);0000000000000085-9<-->000000000000007e-00000005
('19:29:06.014013000', 1581);00000000000000a2-9<-->0000000000000096-0000000a
('19:29:06.010166000', 1509);000000000000009c-7<-->0000000000000094-00000004
('19:29:06.718099000', 2040);0000000000000035-7<-->000000000000003f-00000008
('19:29:05.991335000', 1151);0000000000000056-10<-->000000000000004f-00000006
('19:29:29.260734000', 2370);00000000000000ca-4<-->00000000000000c1-00000002
('19:29:06.715303000', 1980);0000000000000032-7<-->000000000000003f-00000005
