tcpport;dpid
58068;['0000000000000030', '18:59:53.140424000']
58066;['000000000000002e', '18:59:53.140031000']
58210;['0000000000000079', '18:59:56.793056000']
58064;['0000000000000034', '18:59:53.139612000']
58212;['000000000000007e', '18:59:57.646761000']
58062;['0000000000000035', '18:59:53.139259000']
58214;['000000000000007d', '18:59:57.647128000']
58060;['0000000000000036', '18:59:53.138707000']
58216;['000000000000007b', '18:59:57.647531000']
57978;['0000000000000009', '18:59:51.511730000']
58468;['00000000000000fa', '19:00:14.640080000']
58506;['0000000000000110', '19:00:19.783997000']
58500;['000000000000010c', '19:00:19.781739000']
58368;['00000000000000cb', '19:00:06.558392000']
58462;['00000000000000f9', '19:00:14.637045000']
57970;['0000000000000007', '18:59:51.510337000']
58460;['00000000000000f4', '19:00:14.636357000']
57972;['0000000000000006', '18:59:51.510669000']
58466;['00000000000000f3', '19:00:14.639096000']
57974;['0000000000000001', '18:59:51.511090000']
58464;['00000000000000f6', '19:00:14.637399000']
57976;['0000000000000002', '18:59:51.511412000']
58418;['00000000000000e1', '19:00:10.329530000']
58326;['00000000000000ba', '19:00:03.464889000']
58442;['00000000000000ec', '19:00:12.379650000']
58452;['00000000000000ef', '19:00:12.402086000']
58112;['000000000000004c', '18:59:54.135428000']
58110;['0000000000000047', '18:59:54.134967000']
58116;['000000000000004a', '18:59:54.136218000']
58240;['0000000000000087', '18:59:58.584817000']
58114;['0000000000000044', '18:59:54.135801000']
58118;['0000000000000049', '18:59:54.136625000']
58450;['00000000000000e9', '19:00:12.398089000']
58174;['0000000000000068', '18:59:55.969566000']
58324;['00000000000000b4', '19:00:03.464526000']
58208;['0000000000000078', '18:59:56.792667000']
58058;['0000000000000032', '18:59:53.138247000']
58320;['00000000000000ab', '19:00:02.017880000']
58278;['000000000000009b', '19:00:00.765792000']
58322;['00000000000000b6', '19:00:03.463767000']
58202;['000000000000006f', '18:59:56.791291000']
58052;['0000000000000028', '18:59:52.709300000']
58200;['0000000000000074', '18:59:56.790691000']
58050;['0000000000000029', '18:59:52.708833000']
58206;['0000000000000070', '18:59:56.792194000']
58056;['000000000000002b', '18:59:52.710170000']
58204;['0000000000000072', '18:59:56.791782000']
58054;['0000000000000026', '18:59:52.709763000']
58516;['000000000000010f', '19:00:19.787506000']
58198;['0000000000000075', '18:59:56.790324000']
58362;['00000000000000c0', '19:00:04.937133000']
58512;['000000000000010d', '19:00:19.786264000']
58510;['0000000000000109', '19:00:19.785597000']
58192;['0000000000000076', '18:59:56.788925000']
58190;['0000000000000073', '18:59:56.788340000']
58196;['0000000000000071', '18:59:56.789643000']
58194;['0000000000000077', '18:59:56.789287000']
58328;['00000000000000b8', '19:00:03.465708000']
58290;['00000000000000a2', '19:00:00.768677000']
58292;['00000000000000a5', '19:00:00.769079000']
58458;['00000000000000fc', '19:00:14.635657000']
58248;['000000000000008c', '18:59:58.586923000']
58296;['00000000000000a3', '19:00:00.770228000']
58298;['000000000000009e', '19:00:00.770679000']
58366;['00000000000000cf', '19:00:06.557568000']
58044;['000000000000002a', '18:59:52.707656000']
58236;['000000000000008a', '18:59:58.583936000']
58046;['0000000000000027', '18:59:52.708084000']
58234;['000000000000008d', '18:59:58.583468000']
58040;['0000000000000022', '18:59:52.706686000']
58232;['0000000000000080', '18:59:57.651510000']
58042;['0000000000000023', '18:59:52.707258000']
58128;['0000000000000058', '18:59:54.689156000']
58126;['0000000000000051', '18:59:54.688778000']
58124;['000000000000004e', '18:59:54.688393000']
58048;['0000000000000024', '18:59:52.708474000']
58122;['0000000000000043', '18:59:54.137421000']
58120;['0000000000000048', '18:59:54.136995000']
58336;['00000000000000b9', '19:00:03.467603000']
58334;['00000000000000b3', '19:00:03.466967000']
58332;['00000000000000b7', '19:00:03.466591000']
58330;['00000000000000b1', '19:00:03.466192000']
58184;['0000000000000066', '18:59:55.971763000']
58448;['00000000000000e8', '19:00:12.398091000']
58338;['00000000000000bb', '19:00:03.468090000']
58282;['000000000000009c', '19:00:00.766720000']
58280;['000000000000009f', '19:00:00.766273000']
58286;['00000000000000a1', '19:00:00.767831000']
58284;['00000000000000a0', '19:00:00.767420000']
58288;['000000000000009d', '19:00:00.768247000']
58494;['0000000000000102', '19:00:17.205187000']
58250;['0000000000000085', '18:59:58.588041000']
