2018-10-07 02:38:41,652;2-CBENCH-ryu;32;1000;3400.59
2018-10-07 02:38:53,265;2-CBENCH-ryu;32;1000;3503.79
2018-10-07 02:39:04,877;2-CBENCH-ryu;32;1000;3241.59
2018-10-07 02:39:16,490;2-CBENCH-ryu;32;1000;3254.19
2018-10-07 02:39:28,102;2-CBENCH-ryu;32;1000;3478.79
2018-10-07 02:39:39,715;2-CBENCH-ryu;32;1000;3255.79
2018-10-07 02:39:51,328;2-CBENCH-ryu;32;1000;3334.39
2018-10-07 02:40:02,940;2-CBENCH-ryu;32;1000;3299.99
2018-10-07 02:40:14,553;2-CBENCH-ryu;32;1000;3390.79
2018-10-07 02:40:26,165;2-CBENCH-ryu;32;1000;3258.39
