2018-10-07 02:49:23,180;2-CBENCH-onos;32;1000;31991.04
2018-10-07 02:49:34,798;2-CBENCH-onos;32;1000;37079.18
2018-10-07 02:49:46,414;2-CBENCH-onos;32;1000;39215.17
2018-10-07 02:49:58,030;2-CBENCH-onos;32;1000;39604.31
2018-10-07 02:50:09,644;2-CBENCH-onos;32;1000;36757.93
2018-10-07 02:50:21,257;2-CBENCH-onos;32;1000;40162.71
2018-10-07 02:50:32,872;2-CBENCH-onos;32;1000;40913.34
2018-10-07 02:50:44,488;2-CBENCH-onos;32;1000;39096.31
2018-10-07 02:50:56,102;2-CBENCH-onos;32;1000;37298.62
2018-10-07 02:51:07,718;2-CBENCH-onos;32;1000;40506.91
