2018-10-07 02:53:29,857;2-CBENCH-pox;32;1000;2258.00
2018-10-07 02:53:42,466;2-CBENCH-pox;32;1000;2619.19
2018-10-07 02:53:55,074;2-CBENCH-pox;32;1000;2547.39
2018-10-07 02:54:07,681;2-CBENCH-pox;32;1000;2299.40
2018-10-07 02:54:20,289;2-CBENCH-pox;32;1000;2253.19
2018-10-07 02:54:32,898;2-CBENCH-pox;32;1000;2265.59
2018-10-07 02:54:45,506;2-CBENCH-pox;32;1000;2367.60
2018-10-07 02:54:58,114;2-CBENCH-pox;32;1000;2341.00
2018-10-07 02:55:10,727;2-CBENCH-pox;32;1000;2389.39
2018-10-07 02:55:23,337;2-CBENCH-pox;32;1000;2209.59
