tcpport;dpid
41964;['0000000000000066', '19:28:54.003767000']
41966;['000000000000006c', '19:28:54.005490000']
41752;['0000000000000018', '19:28:48.671898000']
41968;['0000000000000075', '19:28:54.006780000']
41750;['0000000000000007', '19:28:48.671418000']
41756;['0000000000000012', '19:28:48.673001000']
42126;['00000000000000c3', '19:29:05.241447000']
41754;['0000000000000004', '19:28:48.672526000']
42172;['00000000000000de', '19:29:13.945989000']
42240;['0000000000000012', '19:29:21.513917000']
42242;['0000000000000082', '19:29:21.514107000']
42244;['0000000000000041', '19:29:21.514298000']
41848;['0000000000000034', '19:28:50.820404000']
42008;['000000000000008d', '19:28:56.052827000']
41846;['0000000000000036', '19:28:50.819773000']
42006;['0000000000000088', '19:28:56.048727000']
41844;['000000000000003e', '19:28:50.819133000']
42004;['0000000000000086', '19:28:56.045557000']
41842;['0000000000000045', '19:28:50.816676000']
42002;['0000000000000089', '19:28:56.045078000']
41840;['0000000000000040', '19:28:50.814740000']
42000;['000000000000007f', '19:28:56.042469000']
42086;['00000000000000b2', '19:29:01.658052000']
42084;['00000000000000be', '19:29:01.650230000']
42082;['00000000000000b4', '19:29:01.646099000']
42028;['00000000000000a1', '19:28:58.510497000']
42150;['00000000000000d3', '19:29:05.299724000']
42152;['00000000000000cb', '19:29:05.304905000']
42154;['00000000000000ca', '19:29:05.307303000']
42088;['00000000000000b7', '19:29:01.659662000']
41766;['0000000000000002', '19:28:48.675745000']
41764;['0000000000000017', '19:28:48.675103000']
41762;['000000000000000a', '19:28:48.674580000']
41760;['000000000000000e', '19:28:48.674108000']
41768;['0000000000000016', '19:28:48.676215000']
41972;['0000000000000067', '19:28:54.010824000']
41970;['000000000000006b', '19:28:54.007565000']
41976;['0000000000000082', '19:28:56.010254000']
41974;['0000000000000062', '19:28:54.011441000']
41978;['0000000000000079', '19:28:56.013887000']
42260;['0000000000000028', '19:29:21.515916000']
42210;['00000000000000e0', '19:29:16.838068000']
42018;['000000000000007e', '19:28:56.063716000']
42250;['00000000000000b0', '19:29:21.514928000']
41878;['0000000000000038', '19:28:50.841061000']
42256;['0000000000000045', '19:29:21.515503000']
42278;['0000000000000004', '19:29:21.517640000']
42254;['000000000000006f', '19:29:21.515312000']
42132;['00000000000000d4', '19:29:05.255634000']
42010;['000000000000007a', '19:28:56.053791000']
41872;['0000000000000031', '19:28:50.837258000']
42012;['0000000000000087', '19:28:56.055917000']
41870;['0000000000000043', '19:28:50.836252000']
42014;['0000000000000081', '19:28:56.058673000']
41876;['0000000000000044', '19:28:50.839802000']
42016;['000000000000008b', '19:28:56.059965000']
41874;['000000000000003c', '19:28:50.838607000']
42090;['00000000000000ad', '19:29:01.660683000']
42092;['00000000000000ae', '19:29:01.670126000']
42130;['00000000000000c7', '19:29:05.253145000']
42094;['00000000000000c0', '19:29:01.673003000']
42096;['00000000000000ac', '19:29:01.673626000']
42022;['0000000000000083', '19:28:56.065756000']
42098;['00000000000000af', '19:29:01.674590000']
42312;['000000000000007b', '19:29:21.520957000']
42140;['00000000000000d0', '19:29:05.273189000']
42192;['00000000000000e3', '19:29:15.342009000']
42146;['00000000000000c5', '19:29:05.292291000']
42316;['000000000000000c', '19:29:21.521348000']
42144;['00000000000000d2', '19:29:05.276981000']
42136;['00000000000000d5', '19:29:05.258574000']
41770;['0000000000000015', '19:28:48.676714000']
42252;['00000000000000b4', '19:29:21.515120000']
41772;['000000000000000d', '19:28:48.677188000']
42246;['0000000000000060', '19:29:21.514502000']
41774;['000000000000000f', '19:28:48.677660000']
41776;['0000000000000014', '19:28:48.678130000']
41778;['0000000000000010', '19:28:48.678617000']
42134;['00000000000000c6', '19:29:05.256283000']
41864;['0000000000000046', '19:28:50.831255000']
41866;['0000000000000032', '19:28:50.831904000']
42206;['00000000000000df', '19:29:16.502274000']
41860;['0000000000000047', '19:28:50.828449000']
42298;['0000000000000072', '19:29:21.519620000']
41862;['0000000000000037', '19:28:50.830141000']
41948;['000000000000006a', '19:28:53.984789000']
41946;['0000000000000071', '19:28:53.984324000']
41944;['0000000000000068', '19:28:53.982979000']
41868;['000000000000003b', '19:28:50.835150000']
41942;['0000000000000072', '19:28:53.982346000']
41940;['0000000000000061', '19:28:53.981211000']
42304;['0000000000000022', '19:29:21.520189000']
42176;['00000000000000e2', '19:29:14.339152000']
42306;['000000000000000d', '19:29:21.520380000']
42138;['00000000000000cf', '19:29:05.266194000']
42300;['000000000000008c', '19:29:21.519810000']
42052;['000000000000009f', '19:28:58.542242000']
42302;['000000000000009a', '19:29:21.519999000']
42170;['00000000000000e5', '19:29:13.678685000']
42266;['0000000000000034', '19:29:21.516494000']
42264;['0000000000000079', '19:29:21.516300000']
42308;['0000000000000025', '19:29:21.520570000']
42262;['0000000000000058', '19:29:21.516106000']
42178;['00000000000000d9', '19:29:14.382924000']
42186;['00000000000000f0', '19:29:14.731619000']
42068;['00000000000000a5', '19:28:58.558577000']
42064;['0000000000000095', '19:28:58.555688000']
42066;['0000000000000093', '19:28:58.558081000']
42060;['00000000000000a4', '19:28:58.553546000']
42062;['00000000000000a2', '19:28:58.555070000']
