tcpport;dpid
48004;['0000000000000093', '19:35:19.314630000']
48168;['00000000000000b4', '19:35:44.029530000']
48006;['00000000000000a5', '19:35:19.315330000']
47804;['0000000000000032', '19:35:10.699624000']
47806;['000000000000003b', '19:35:10.702773000']
47800;['0000000000000037', '19:35:10.697345000']
47802;['0000000000000046', '19:35:10.698951000']
47968;['0000000000000097', '19:35:19.259960000']
47966;['00000000000000a1', '19:35:19.258738000']
47964;['00000000000000a6', '19:35:19.249710000']
47808;['0000000000000043', '19:35:10.704000000']
47962;['00000000000000a8', '19:35:19.248852000']
47960;['0000000000000083', '19:35:16.478762000']
47984;['000000000000009d', '19:35:19.277363000']
47986;['0000000000000098', '19:35:19.282639000']
47980;['0000000000000099', '19:35:19.271643000']
47982;['00000000000000a3', '19:35:19.275679000']
47988;['000000000000009e', '19:35:19.294035000']
48238;['00000000000000af', '19:35:44.039272000']
48236;['00000000000000cf', '19:35:44.039073000']
48234;['00000000000000c0', '19:35:44.038797000']
48232;['00000000000000ac', '19:35:44.038599000']
48230;['00000000000000ae', '19:35:44.038109000']
48302;['0000000000000078', '19:35:44.049956000']
47746;['0000000000000021', '19:35:09.429691000']
48300;['000000000000007a', '19:35:44.049758000']
47744;['0000000000000023', '19:35:09.429195000']
48306;['00000000000000ca', '19:35:44.050575000']
47742;['000000000000002c', '19:35:09.427717000']
48304;['00000000000000cb', '19:35:44.050164000']
47740;['000000000000002d', '19:35:09.427225000']
48308;['0000000000000087', '19:35:44.050806000']
47748;['000000000000002a', '19:35:09.430241000']
48282;['0000000000000068', '19:35:44.047426000']
48128;['00000000000000e6', '19:35:40.402751000']
48280;['00000000000000ba', '19:35:44.046932000']
48286;['0000000000000071', '19:35:44.048237000']
48284;['000000000000006a', '19:35:44.048024000']
48122;['00000000000000dc', '19:35:39.619571000']
48120;['00000000000000dd', '19:35:39.618889000']
48288;['00000000000000d7', '19:35:44.048457000']
48126;['00000000000000ec', '19:35:40.222158000']
48124;['00000000000000f0', '19:35:39.791310000']
