2018-10-08 19:13:04,115;2-CBENCH-openmul;16;500;79289.16
2018-10-08 19:13:15,724;2-CBENCH-openmul;16;500;82226.06
2018-10-08 19:13:27,334;2-CBENCH-openmul;16;500;82549.05
2018-10-08 19:13:38,946;2-CBENCH-openmul;16;500;84654.71
2018-10-08 19:13:50,556;2-CBENCH-openmul;16;500;82179.35
2018-10-08 19:14:02,168;2-CBENCH-openmul;16;500;81013.80
2018-10-08 19:14:13,776;2-CBENCH-openmul;16;500;81733.22
2018-10-08 19:14:25,387;2-CBENCH-openmul;16;500;82605.53
2018-10-08 19:14:36,998;2-CBENCH-openmul;16;500;75131.93
2018-10-08 19:14:48,610;2-CBENCH-openmul;16;500;73466.89
2018-10-08 19:17:06,973;2-CBENCH-openmul;32;1000;77464.16
2018-10-08 19:17:18,586;2-CBENCH-openmul;32;1000;65378.21
2018-10-08 19:17:30,198;2-CBENCH-openmul;32;1000;79122.65
2018-10-08 19:17:42,809;2-CBENCH-openmul;32;1000;76524.68
2018-10-08 19:17:54,422;2-CBENCH-openmul;32;1000;71315.61
2018-10-08 19:18:06,034;2-CBENCH-openmul;32;1000;76928.04
2018-10-08 19:18:17,646;2-CBENCH-openmul;32;1000;78003.81
2018-10-08 19:18:30,259;2-CBENCH-openmul;32;1000;59028.46
2018-10-08 19:18:42,870;2-CBENCH-openmul;32;1000;76738.43
2018-10-08 19:18:54,482;2-CBENCH-openmul;32;1000;79202.72
