2018-10-07 02:43:16,841;2-CBENCH-odl;32;1000;13456.70
2018-10-07 02:43:28,455;2-CBENCH-odl;32;1000;27578.23
2018-10-07 03:00:22,751;2-CBENCH-odl;32;1000;19887.14
2018-10-07 03:00:34,395;2-CBENCH-odl;32;1000;26229.28
2018-10-07 03:00:46,004;2-CBENCH-odl;32;1000;0.00
2018-10-07 03:00:57,618;2-CBENCH-odl;32;1000;27560.18
2018-10-07 03:01:09,231;2-CBENCH-odl;32;1000;28582.05
2018-10-07 03:01:20,838;2-CBENCH-odl;32;1000;0.00
2018-10-07 03:01:32,451;2-CBENCH-odl;32;1000;29144.84
2018-10-07 03:01:44,058;2-CBENCH-odl;32;1000;0.00
2018-10-07 03:07:08,899;2-CBENCH-odl;32;1000;18379.27
2018-10-07 03:07:20,525;2-CBENCH-odl;32;1000;0.00
2018-10-07 03:07:32,136;2-CBENCH-odl;32;1000;26902.55
2018-10-07 03:07:43,748;2-CBENCH-odl;32;1000;28154.86
