2018-10-06 18:25:07,383;TSHARK-ryu;34;0000000000000009-3<-->000000000000000a-00000002
2018-10-06 18:25:07,383;TSHARK-ryu;35;0000000000000009-2<-->0000000000000008-00000003
2018-10-06 18:25:07,383;TSHARK-ryu;36;000000000000002e-2<-->000000000000002d-00000003
2018-10-06 18:25:07,383;TSHARK-ryu;37;000000000000002e-3<-->000000000000002f-00000002
2018-10-06 18:25:07,383;TSHARK-ryu;38;0000000000000030-2<-->000000000000002f-00000003
2018-10-06 18:25:07,383;TSHARK-ryu;39;0000000000000030-3<-->0000000000000031-00000002
2018-10-06 18:25:07,384;TSHARK-ryu;40;000000000000003b-3<-->000000000000003c-00000002
2018-10-06 18:25:07,384;TSHARK-ryu;41;0000000000000058-2<-->0000000000000057-00000003
2018-10-06 18:25:07,384;TSHARK-ryu;42;0000000000000058-3<-->0000000000000059-00000002
2018-10-06 18:25:07,384;TSHARK-ryu;43;000000000000005e-2<-->000000000000005d-00000003
2018-10-06 18:25:07,384;TSHARK-ryu;44;0000000000000048-3<-->0000000000000049-00000002
2018-10-06 18:25:07,385;TSHARK-ryu;45;0000000000000036-3<-->0000000000000037-00000002
2018-10-06 18:25:07,385;TSHARK-ryu;46;0000000000000003-2<-->0000000000000002-00000003
2018-10-06 18:25:07,385;TSHARK-ryu;47;0000000000000033-2<-->0000000000000032-00000003
2018-10-06 18:25:07,385;TSHARK-ryu;48;0000000000000007-3<-->0000000000000008-00000002
2018-10-06 18:25:07,386;TSHARK-ryu;49;0000000000000007-2<-->0000000000000006-00000003
2018-10-06 18:25:07,386;TSHARK-ryu;50;0000000000000017-2<-->0000000000000016-00000003
2018-10-06 18:25:07,386;TSHARK-ryu;51;0000000000000047-2<-->0000000000000046-00000003
2018-10-06 18:25:07,386;TSHARK-ryu;52;0000000000000056-2<-->0000000000000055-00000003
2018-10-06 18:25:07,386;TSHARK-ryu;53;0000000000000056-3<-->0000000000000057-00000002
2018-10-06 18:25:07,386;TSHARK-ryu;54;0000000000000060-3<-->0000000000000061-00000002
2018-10-06 18:25:07,387;TSHARK-ryu;55;0000000000000053-2<-->0000000000000052-00000003
2018-10-06 18:25:07,387;TSHARK-ryu;56;0000000000000061-3<-->0000000000000062-00000002
2018-10-06 18:25:07,387;TSHARK-ryu;57;000000000000002d-2<-->000000000000002c-00000003
2018-10-06 18:25:07,387;TSHARK-ryu;58;0000000000000011-2<-->0000000000000010-00000003
2018-10-06 18:25:07,387;TSHARK-ryu;59;0000000000000002-2<-->0000000000000001-00000002
2018-10-06 18:25:07,388;TSHARK-ryu;60;0000000000000046-2<-->0000000000000045-00000003
