2018-10-06 18:34:50,349;TSHARK-floodlight;1;000000000000005e-2<-->00:00:00:00:00:5d-0003
2018-10-06 18:34:50,349;TSHARK-floodlight;2;0000000000000003-2<-->00:00:00:00:00:02-0003
2018-10-06 18:34:50,353;TSHARK-floodlight;3;0000000000000057-3<-->00:00:00:00:00:58-0002
2018-10-06 18:34:51,553;TSHARK-floodlight;4;0000000000000026-2<-->00:00:00:00:00:25-0003
2018-10-06 18:34:51,553;TSHARK-floodlight;5;0000000000000012-2<-->00:00:00:00:00:11-0003
2018-10-06 18:34:51,673;TSHARK-floodlight;6;0000000000000003-3<-->00:00:00:00:00:04-0002
2018-10-06 18:34:51,674;TSHARK-floodlight;7;0000000000000033-2<-->00:00:00:00:00:32-0003
2018-10-06 18:34:51,674;TSHARK-floodlight;8;0000000000000002-3<-->00:00:00:00:00:03-0002
2018-10-06 18:34:51,675;TSHARK-floodlight;9;000000000000005d-3<-->00:00:00:00:00:5e-0002
2018-10-06 18:34:51,675;TSHARK-floodlight;10;0000000000000045-2<-->00:00:00:00:00:44-0003
2018-10-06 18:34:52,364;TSHARK-floodlight;11;0000000000000058-2<-->00:00:00:00:00:57-0003
2018-10-06 18:34:52,364;TSHARK-floodlight;12;0000000000000004-2<-->00:00:00:00:00:03-0003
2018-10-06 18:34:52,364;TSHARK-floodlight;13;0000000000000011-3<-->00:00:00:00:00:12-0002
2018-10-06 18:34:52,365;TSHARK-floodlight;14;0000000000000025-3<-->00:00:00:00:00:26-0002
2018-10-06 18:34:52,440;TSHARK-floodlight;15;0000000000000032-3<-->00:00:00:00:00:33-0002
2018-10-06 18:34:52,441;TSHARK-floodlight;16;000000000000005a-3<-->00:00:00:00:00:5b-0002
2018-10-06 18:34:52,441;TSHARK-floodlight;17;0000000000000044-3<-->00:00:00:00:00:45-0002
2018-10-06 18:34:52,442;TSHARK-floodlight;18;000000000000005b-2<-->00:00:00:00:00:5a-0003
2018-10-06 18:34:57,435;TSHARK-floodlight;19;0000000000000028-3<-->00:00:00:00:00:29-0002
2018-10-06 18:34:57,596;TSHARK-floodlight;20;0000000000000045-3<-->00:00:00:00:00:46-0002
2018-10-06 18:34:57,596;TSHARK-floodlight;21;000000000000005a-2<-->00:00:00:00:00:59-0003
2018-10-06 18:34:57,596;TSHARK-floodlight;22;000000000000002a-2<-->00:00:00:00:00:29-0003
2018-10-06 18:34:58,281;TSHARK-floodlight;23;0000000000000012-3<-->00:00:00:00:00:13-0002
2018-10-06 18:34:58,281;TSHARK-floodlight;24;0000000000000058-3<-->00:00:00:00:00:59-0002
2018-10-06 18:34:58,282;TSHARK-floodlight;25;000000000000005d-2<-->00:00:00:00:00:5c-0003
2018-10-06 18:34:58,305;TSHARK-floodlight;26;000000000000005b-3<-->00:00:00:00:00:5c-0002
2018-10-06 18:34:58,306;TSHARK-floodlight;27;0000000000000029-2<-->00:00:00:00:00:28-0003
2018-10-06 18:34:58,306;TSHARK-floodlight;28;0000000000000029-3<-->00:00:00:00:00:2a-0002
2018-10-06 18:34:58,306;TSHARK-floodlight;29;0000000000000046-2<-->00:00:00:00:00:45-0003
2018-10-06 18:34:58,306;TSHARK-floodlight;30;0000000000000059-3<-->00:00:00:00:00:5a-0002
2018-10-06 18:34:58,307;TSHARK-floodlight;31;0000000000000059-2<-->00:00:00:00:00:58-0003
2018-10-06 18:34:58,307;TSHARK-floodlight;32;0000000000000013-2<-->00:00:00:00:00:12-0003
2018-10-06 18:34:58,582;TSHARK-floodlight;33;000000000000005c-3<-->00:00:00:00:00:5d-0002
2018-10-06 18:34:58,582;TSHARK-floodlight;34;000000000000005c-2<-->00:00:00:00:00:5b-0003
2018-10-06 18:34:58,987;TSHARK-floodlight;35;0000000000000004-3<-->00:00:00:00:00:05-0002
2018-10-06 18:34:58,987;TSHARK-floodlight;36;0000000000000006-2<-->00:00:00:00:00:05-0003
2018-10-06 18:35:00,144;TSHARK-floodlight;37;0000000000000005-2<-->00:00:00:00:00:04-0003
2018-10-06 18:35:00,144;TSHARK-floodlight;38;0000000000000005-3<-->00:00:00:00:00:06-0002
2018-10-06 18:35:01,372;TSHARK-floodlight;39;0000000000000002-2<-->00:00:00:00:00:01-0002
2018-10-06 18:35:01,377;TSHARK-floodlight;40;0000000000000055-2<-->00:00:00:00:00:54-0003
2018-10-06 18:35:01,377;TSHARK-floodlight;41;0000000000000055-3<-->00:00:00:00:00:56-0002
2018-10-06 18:35:01,378;TSHARK-floodlight;42;0000000000000057-2<-->00:00:00:00:00:56-0003
2018-10-06 18:35:01,378;TSHARK-floodlight;43;000000000000000c-3<-->00:00:00:00:00:0d-0002
2018-10-06 18:35:01,379;TSHARK-floodlight;44;0000000000000016-2<-->00:00:00:00:00:15-0003
2018-10-06 18:35:01,381;TSHARK-floodlight;45;0000000000000006-3<-->00:00:00:00:00:07-0002
