11:20:40.543956000 1 000000000000001b-6<-->00:00:00:00:00:03-3139
11:20:40.699032000 2 0000000000000012-6<-->00:00:00:00:00:03-3130
11:20:40.734881000 3 0000000000000001-19<-->00:00:00:00:00:1b-34
11:20:40.736139000 4 0000000000000003-19<-->00:00:00:00:00:1b-36
11:20:40.736197000 5 0000000000000009-4<-->00:00:00:00:00:01-31
11:20:40.736371000 6 0000000000000007-19<-->00:00:00:00:00:1b-3130
11:20:40.736768000 7 0000000000000004-19<-->00:00:00:00:00:1b-37
11:20:40.767394000 8 000000000000000b-4<-->00:00:00:00:00:01-33
11:20:40.767820000 9 0000000000000005-19<-->00:00:00:00:00:1b-38
11:20:40.767890000 10 000000000000000a-4<-->00:00:00:00:00:01-32
11:20:40.810926000 11 0000000000000012-4<-->00:00:00:00:00:01-3130
11:20:40.859235000 12 000000000000001d-4<-->00:00:00:00:00:01-3231
11:20:40.859494000 13 0000000000000018-4<-->00:00:00:00:00:01-3136
11:20:40.893342000 14 0000000000000019-4<-->00:00:00:00:00:01-3137
11:20:40.893791000 15 0000000000000017-4<-->00:00:00:00:00:01-3135
11:20:40.893902000 16 000000000000001a-4<-->00:00:00:00:00:01-3138
11:20:40.894202000 17 0000000000000015-4<-->00:00:00:00:00:01-3133
11:20:40.895784000 18 000000000000001b-4<-->00:00:00:00:00:01-3139
11:20:40.896131000 19 0000000000000001-3<-->00:00:00:00:00:0b-34
11:20:40.897511000 20 0000000000000003-3<-->00:00:00:00:00:0b-36
11:20:40.931344000 21 0000000000000026-4<-->00:00:00:00:00:01-3330
11:20:40.932436000 22 0000000000000005-3<-->00:00:00:00:00:0b-38
11:20:40.933557000 23 000000000000000a-8<-->00:00:00:00:00:05-32
11:20:40.933971000 24 0000000000000015-8<-->00:00:00:00:00:05-3133
11:20:40.934017000 25 0000000000000020-4<-->00:00:00:00:00:01-3234
11:20:40.934125000 26 0000000000000023-4<-->00:00:00:00:00:01-3237
11:20:40.934232000 27 0000000000000021-4<-->00:00:00:00:00:01-3235
11:20:40.934379000 28 0000000000000013-8<-->00:00:00:00:00:05-3131
11:20:40.934551000 29 0000000000000028-4<-->00:00:00:00:00:01-3332
11:20:40.934857000 30 0000000000000006-3<-->00:00:00:00:00:0b-39
11:20:40.934972000 31 0000000000000009-8<-->00:00:00:00:00:05-31
11:20:40.935113000 32 0000000000000007-3<-->00:00:00:00:00:0b-3130
11:20:40.935222000 33 0000000000000004-3<-->00:00:00:00:00:0b-37
11:20:40.936390000 34 0000000000000010-8<-->00:00:00:00:00:05-38
11:20:40.963653000 35 000000000000000b-8<-->00:00:00:00:00:05-33
