10:00:33.534110000 1 000000000000000b-10<-->00:00:00:00:00:05-33
10:00:33.536614000 2 000000000000000f-10<-->00:00:00:00:00:05-37
10:00:33.548121000 3 0000000000000010-10<-->00:00:00:00:00:05-38
10:00:33.556811000 4 0000000000000014-10<-->00:00:00:00:00:05-3132
10:00:33.577275000 5 0000000000000015-10<-->00:00:00:00:00:05-3133
10:00:33.578236000 6 0000000000000018-10<-->00:00:00:00:00:05-3136
10:00:33.607144000 7 0000000000000007-3<-->00:00:00:00:00:0b-3132
10:00:33.607392000 8 0000000000000005-3<-->00:00:00:00:00:0b-3130
10:00:33.617661000 9 0000000000000006-3<-->00:00:00:00:00:0b-3131
10:00:33.617763000 10 0000000000000001-3<-->00:00:00:00:00:0b-36
10:00:33.617844000 11 0000000000000003-3<-->00:00:00:00:00:0b-38
10:00:33.657778000 12 0000000000000006-14<-->00:00:00:00:00:16-3131
10:00:33.657855000 13 0000000000000001-14<-->00:00:00:00:00:16-36
10:00:33.657952000 14 0000000000000003-14<-->00:00:00:00:00:16-38
10:00:33.658441000 15 0000000000000007-14<-->00:00:00:00:00:16-3132
10:00:33.658576000 16 0000000000000004-14<-->00:00:00:00:00:16-39
10:00:33.659234000 17 0000000000000005-14<-->00:00:00:00:00:16-3130
10:00:33.690887000 18 0000000000000009-13<-->00:00:00:00:00:08-31
10:00:33.691900000 19 000000000000000e-13<-->00:00:00:00:00:08-36
10:00:33.692097000 20 000000000000000a-13<-->00:00:00:00:00:08-32
10:00:33.692842000 21 000000000000000d-13<-->00:00:00:00:00:08-35
10:00:33.693001000 22 000000000000000c-13<-->00:00:00:00:00:08-34
10:00:33.701285000 23 000000000000000b-13<-->00:00:00:00:00:08-33
10:00:33.702577000 24 0000000000000015-13<-->00:00:00:00:00:08-3133
10:00:33.702626000 25 000000000000000f-13<-->00:00:00:00:00:08-37
10:00:33.702697000 26 0000000000000010-13<-->00:00:00:00:00:08-38
10:00:33.702785000 27 0000000000000014-13<-->00:00:00:00:00:08-3132
10:00:33.702887000 28 0000000000000011-13<-->00:00:00:00:00:08-39
10:00:33.703328000 29 0000000000000013-13<-->00:00:00:00:00:08-3131
10:00:34.224854000 30 0000000000000007-1<-->00:00:00:00:00:09-3132
10:00:34.226472000 31 0000000000000018-13<-->00:00:00:00:00:08-3136
10:00:34.227607000 32 0000000000000004-1<-->00:00:00:00:00:09-39
10:00:34.227636000 33 0000000000000004-16<-->00:00:00:00:00:18-39
10:00:34.228817000 34 0000000000000012-13<-->00:00:00:00:00:08-3130
10:00:34.228899000 35 0000000000000012-12<-->00:00:00:00:00:07-3130
10:00:34.228938000 36 0000000000000012-9<-->00:00:00:00:00:04-3130
10:00:34.229429000 37 0000000000000005-1<-->00:00:00:00:00:09-3130
10:00:34.229458000 38 0000000000000005-16<-->00:00:00:00:00:18-3130
10:00:34.229471000 39 0000000000000005-10<-->00:00:00:00:00:12-3130
10:00:34.229792000 40 000000000000000e-12<-->00:00:00:00:00:07-36
10:00:34.229825000 41 000000000000000e-9<-->00:00:00:00:00:04-36
10:00:34.230796000 42 0000000000000017-13<-->00:00:00:00:00:08-3135
10:00:34.230972000 43 0000000000000017-12<-->00:00:00:00:00:07-3135
10:00:34.230987000 44 0000000000000017-9<-->00:00:00:00:00:04-3135
10:00:34.232341000 45 000000000000000a-12<-->00:00:00:00:00:07-32
10:00:34.232369000 46 000000000000000a-9<-->00:00:00:00:00:04-32
10:00:34.233573000 47 0000000000000016-13<-->00:00:00:00:00:08-3134
10:00:34.233733000 48 0000000000000016-12<-->00:00:00:00:00:07-3134
10:00:34.233747000 49 0000000000000016-9<-->00:00:00:00:00:04-3134
10:00:34.233870000 50 0000000000000015-12<-->00:00:00:00:00:07-3133
10:00:34.233884000 51 0000000000000015-9<-->00:00:00:00:00:04-3133
10:00:34.234774000 52 0000000000000002-1<-->00:00:00:00:00:09-37
10:00:34.234824000 53 0000000000000002-16<-->00:00:00:00:00:18-37
10:00:34.234852000 54 0000000000000002-10<-->00:00:00:00:00:12-37
10:00:34.234907000 55 0000000000000002-6<-->00:00:00:00:00:0e-37
10:00:34.234965000 56 0000000000000002-15<-->00:00:00:00:00:17-37
10:00:34.235065000 57 0000000000000002-2<-->00:00:00:00:00:0a-37
10:00:34.235120000 58 0000000000000002-13<-->00:00:00:00:00:15-37
10:00:34.236527000 59 000000000000000d-12<-->00:00:00:00:00:07-35
10:00:34.236588000 60 000000000000000d-9<-->00:00:00:00:00:04-35
10:00:34.238017000 61 000000000000000f-12<-->00:00:00:00:00:07-37
10:00:34.238078000 62 000000000000000f-9<-->00:00:00:00:00:04-37
10:00:34.238198000 63 000000000000000f-7<-->00:00:00:00:00:02-37
10:00:34.239203000 64 0000000000000010-12<-->00:00:00:00:00:07-38
