2018-11-18 09:22:41,445;TSHARK-ryu;09:22:40.693544000;1;0000000000000002-6<-->0000000000000001-00000006
2018-11-18 09:22:41,445;TSHARK-ryu;09:22:40.693571000;2;0000000000000002-7<-->0000000000000003-00000006
2018-11-18 09:22:41,446;TSHARK-ryu;09:22:40.693871000;3;000000000000000b-6<-->000000000000000a-00000007
2018-11-18 09:22:41,446;TSHARK-ryu;09:22:40.693939000;4;000000000000000b-7<-->000000000000000c-00000006
2018-11-18 09:22:41,446;TSHARK-ryu;09:22:40.693983000;5;0000000000000009-7<-->000000000000000a-00000006
2018-11-18 09:22:41,446;TSHARK-ryu;09:22:40.694008000;6;0000000000000009-6<-->0000000000000008-00000007
2018-11-18 09:22:41,446;TSHARK-ryu;09:22:40.694042000;7;0000000000000010-6<-->000000000000000f-00000007
2018-11-18 09:22:41,447;TSHARK-ryu;09:22:40.694067000;8;0000000000000010-7<-->0000000000000011-00000006
2018-11-18 09:22:41,448;TSHARK-ryu;09:22:40.694101000;9;0000000000000018-7<-->0000000000000019-00000006
2018-11-18 09:22:41,448;TSHARK-ryu;09:22:40.694126000;10;0000000000000018-6<-->0000000000000017-00000007
2018-11-18 09:22:41,448;TSHARK-ryu;09:22:40.694161000;11;000000000000001e-6<-->000000000000001d-00000007
2018-11-18 09:22:41,448;TSHARK-ryu;09:22:40.694201000;12;0000000000000019-7<-->000000000000001a-00000006
2018-11-18 09:22:41,448;TSHARK-ryu;09:22:40.694276000;13;0000000000000015-6<-->0000000000000014-00000007
2018-11-18 09:22:41,449;TSHARK-ryu;09:22:40.694304000;14;0000000000000015-7<-->0000000000000016-00000006
2018-11-18 09:22:41,449;TSHARK-ryu;09:22:40.711723000;15;0000000000000013-7<-->0000000000000014-00000006
2018-11-18 09:22:41,450;TSHARK-ryu;09:22:40.711749000;16;0000000000000013-6<-->0000000000000012-00000007
2018-11-18 09:22:41,450;TSHARK-ryu;09:22:40.711828000;17;000000000000001a-7<-->000000000000001b-00000006
2018-11-18 09:22:41,450;TSHARK-ryu;09:22:40.711973000;18;000000000000001c-6<-->000000000000001b-00000007
2018-11-18 09:22:41,450;TSHARK-ryu;09:22:40.712022000;19;000000000000001c-7<-->000000000000001d-00000006
2018-11-18 09:22:41,451;TSHARK-ryu;09:22:40.712087000;20;0000000000000006-7<-->0000000000000007-00000006
2018-11-18 09:22:41,451;TSHARK-ryu;09:22:40.712134000;21;0000000000000006-6<-->0000000000000005-00000007
2018-11-18 09:22:41,451;TSHARK-ryu;09:22:40.712262000;22;0000000000000003-7<-->0000000000000004-00000006
2018-11-18 09:22:41,451;TSHARK-ryu;09:22:40.712381000;23;000000000000000e-6<-->000000000000000d-00000007
2018-11-18 09:22:41,451;TSHARK-ryu;09:22:40.712419000;24;000000000000000e-7<-->000000000000000f-00000006
2018-11-18 09:22:41,451;TSHARK-ryu;09:22:40.712451000;25;000000000000000d-6<-->000000000000000c-00000007
2018-11-18 09:22:41,451;TSHARK-ryu;09:22:40.712493000;26;0000000000000008-6<-->0000000000000007-00000007
2018-11-18 09:22:41,452;TSHARK-ryu;09:22:40.712619000;27;0000000000000004-7<-->0000000000000005-00000006
2018-11-18 09:22:41,452;TSHARK-ryu;09:22:40.712800000;28;0000000000000017-6<-->0000000000000016-00000007
2018-11-18 09:22:41,453;TSHARK-ryu;09:22:40.713256000;29;0000000000000012-6<-->0000000000000011-00000007
2018-11-18 09:22:42,470;TSHARK-ryu;09:22:42.093359000;30;0000000000000014-6<-->0000000000000013-00000007
2018-11-18 09:22:42,475;TSHARK-ryu;09:22:42.123573000;31;0000000000000012-7<-->0000000000000013-00000006
2018-11-18 09:22:43,958;TSHARK-ryu;09:22:42.420583000;32;0000000000000007-6<-->0000000000000006-00000007
2018-11-18 09:22:43,958;TSHARK-ryu;09:22:42.420752000;33;0000000000000005-7<-->0000000000000006-00000006
2018-11-18 09:22:43,958;TSHARK-ryu;09:22:42.665573000;34;000000000000001b-6<-->000000000000001a-00000007
2018-11-18 09:22:43,959;TSHARK-ryu;09:22:43.216212000;35;0000000000000016-6<-->0000000000000015-00000007
2018-11-18 09:22:43,959;TSHARK-ryu;09:22:43.266154000;36;0000000000000014-7<-->0000000000000015-00000006
2018-11-18 09:22:43,959;TSHARK-ryu;09:22:43.566355000;37;0000000000000003-6<-->0000000000000002-00000007
2018-11-18 09:22:45,982;TSHARK-ryu;09:22:43.616406000;38;0000000000000001-6<-->0000000000000002-00000006
2018-11-18 09:22:45,983;TSHARK-ryu;09:22:44.117295000;39;0000000000000011-7<-->0000000000000012-00000006
2018-11-18 09:22:45,983;TSHARK-ryu;09:22:44.367384000;40;000000000000001a-6<-->0000000000000019-00000007
2018-11-18 09:22:45,983;TSHARK-ryu;09:22:44.667591000;41;0000000000000007-7<-->0000000000000008-00000006
2018-11-18 09:22:46,983;TSHARK-ryu;09:22:45.467714000;42;000000000000001d-6<-->000000000000001c-00000007
2018-11-18 09:22:46,983;TSHARK-ryu;09:22:45.517793000;43;000000000000001b-7<-->000000000000001c-00000006
2018-11-18 09:22:46,983;TSHARK-ryu;09:22:46.318727000;44;000000000000000a-6<-->0000000000000009-00000007
2018-11-18 09:22:46,984;TSHARK-ryu;09:22:46.368589000;45;0000000000000008-7<-->0000000000000009-00000006
2018-11-18 09:22:47,990;TSHARK-ryu;09:22:46.669043000;46;000000000000000f-6<-->000000000000000e-00000007
2018-11-18 09:22:47,991;TSHARK-ryu;09:22:46.718966000;47;000000000000000d-7<-->000000000000000e-00000006
2018-11-18 09:22:47,991;TSHARK-ryu;09:22:47.269588000;48;000000000000001d-7<-->000000000000001e-00000006
