2018-11-21 02:22:28,153;DOCKER-ryu;0.000000;32
2018-11-21 02:22:30,157;DOCKER-ryu;0.000000;32
2018-11-21 02:22:32,162;DOCKER-ryu;0.090566;32
2018-11-21 02:22:34,169;DOCKER-ryu;0.021492;32
2018-11-21 02:22:36,175;DOCKER-ryu;0.000000;32
2018-11-21 02:22:38,322;DOCKER-ryu;0.000000;32
2018-11-21 02:22:40,327;DOCKER-ryu;0.000000;32
2018-11-21 02:22:42,331;DOCKER-ryu;0.000000;32
2018-11-21 02:22:44,336;DOCKER-ryu;0.016969;32
2018-11-21 02:22:46,340;DOCKER-ryu;0.000000;32
2018-11-21 02:22:48,346;DOCKER-ryu;0.000000;32
2018-11-21 02:22:50,351;DOCKER-ryu;0.000000;32
2018-11-21 02:22:52,358;DOCKER-ryu;0.000000;32
2018-11-21 02:22:54,364;DOCKER-ryu;0.015959;32
2018-11-21 02:22:56,369;DOCKER-ryu;0.000000;32
2018-11-21 02:22:58,373;DOCKER-ryu;0.000000;32
2018-11-21 02:24:00,390;DOCKER-ryu;0.088539;32
2018-11-21 02:24:02,395;DOCKER-ryu;0.000000;32
2018-11-21 02:24:04,400;DOCKER-ryu;0.157309;32
2018-11-21 02:24:06,405;DOCKER-ryu;0.000000;32
2018-11-21 02:24:08,411;DOCKER-ryu;0.000000;32
2018-11-21 02:24:10,417;DOCKER-ryu;16.376526;35
2018-11-21 02:24:12,571;DOCKER-ryu;34.009431;39
2018-11-21 02:24:14,576;DOCKER-ryu;3.053897;39
2018-11-21 02:24:16,581;DOCKER-ryu;10.660418;39
2018-11-21 02:24:18,586;DOCKER-ryu;6.918933;39
