tcpport;dpid;stamptime
51864;[0000000000000060, 02:24:11.474146000]
51866;[0000000000000056, 02:24:11.474575000]
51860;[0000000000000036, 02:24:11.473238000]
51862;[0000000000000033, 02:24:11.473640000]
51868;[0000000000000047, 02:24:11.474986000]
51898;[0000000000000039, 02:24:11.480696000]
51774;[0000000000000024, 02:24:10.299899000]
51776;[0000000000000012, 02:24:10.300179000]
51770;[0000000000000028, 02:24:10.299364000]
51772;[0000000000000032, 02:24:10.299622000]
51890;[000000000000004f, 02:24:11.478768000]
51892;[000000000000004b, 02:24:11.479330000]
51894;[000000000000004a, 02:24:11.479773000]
51778;[0000000000000009, 02:24:10.300575000]
51896;[0000000000000064, 02:24:11.480203000]
51876;[0000000000000063, 02:24:11.476189000]
51874;[0000000000000046, 02:24:11.475856000]
51872;[0000000000000053, 02:24:11.475537000]
51870;[0000000000000061, 02:24:11.475267000]
51878;[0000000000000051, 02:24:11.476475000]
51766;[000000000000000c, 02:24:10.298820000]
51764;[0000000000000005, 02:24:10.298550000]
51762;[0000000000000029, 02:24:10.298281000]
51760;[000000000000001b, 02:24:10.298013000]
51768;[0000000000000016, 02:24:10.299094000]
51842;[0000000000000035, 02:24:11.467904000]
51840;[000000000000003e, 02:24:11.467593000]
51846;[000000000000004e, 02:24:11.468508000]
51844;[000000000000003a, 02:24:11.468217000]
51848;[0000000000000054, 02:24:11.470481000]
51752;[000000000000001f, 02:24:10.296930000]
51750;[000000000000000d, 02:24:10.296624000]
51756;[0000000000000022, 02:24:10.297475000]
51754;[000000000000000f, 02:24:10.297201000]
51758;[0000000000000026, 02:24:10.297747000]
51918;[000000000000005c, 02:24:11.496554000]
51914;[000000000000005b, 02:24:11.492540000]
51916;[000000000000003f, 02:24:11.484569000]
51910;[0000000000000050, 02:24:11.492549000]
51912;[0000000000000052, 02:24:11.492545000]
51858;[0000000000000034, 02:24:11.472824000]
51854;[0000000000000048, 02:24:11.472003000]
51856;[000000000000005e, 02:24:11.472385000]
51850;[000000000000003b, 02:24:11.471166000]
51852;[0000000000000058, 02:24:11.471604000]
51748;[0000000000000008, 02:24:10.296291000]
51744;[000000000000000e, 02:24:10.295721000]
51746;[000000000000000a, 02:24:10.295994000]
51740;[000000000000001c, 02:24:10.295157000]
51742;[0000000000000023, 02:24:10.295449000]
51908;[0000000000000041, 02:24:11.492552000]
51906;[0000000000000044, 02:24:11.492556000]
51904;[000000000000005a, 02:24:11.492560000]
51902;[0000000000000045, 02:24:11.492563000]
51900;[0000000000000040, 02:24:11.481176000]
51828;[0000000000000010, 02:24:10.316538000]
51820;[000000000000002a, 02:24:10.316544000]
51822;[0000000000000011, 02:24:10.307315000]
51824;[0000000000000002, 02:24:10.316541000]
51826;[000000000000002c, 02:24:10.307870000]
51738;[000000000000001a, 02:24:10.294860000]
51932;[000000000000003d, 02:24:11.487838000]
51930;[0000000000000049, 02:24:11.496546000]
51936;[0000000000000038, 02:24:11.488724000]
51934;[0000000000000062, 02:24:11.496540000]
51838;[000000000000005f, 02:24:11.467161000]
51832;[0000000000000027, 02:24:10.308711000]
51830;[0000000000000025, 02:24:10.308421000]
51836;[0000000000000020, 02:24:10.309253000]
51834;[0000000000000015, 02:24:10.308980000]
51806;[0000000000000004, 02:24:10.304592000]
51804;[0000000000000007, 02:24:10.304304000]
51802;[000000000000002f, 02:24:10.304036000]
51800;[0000000000000003, 02:24:10.303764000]
51808;[0000000000000017, 02:24:10.305045000]
51798;[0000000000000006, 02:24:10.303488000]
51796;[0000000000000001, 02:24:10.303192000]
51794;[000000000000002b, 02:24:10.302932000]
51792;[0000000000000013, 02:24:10.302659000]
51790;[000000000000001e, 02:24:10.302358000]
51810;[0000000000000031, 02:24:10.305457000]
51812;[0000000000000014, 02:24:10.305800000]
51814;[0000000000000021, 02:24:10.306135000]
51816;[000000000000001d, 02:24:10.306453000]
51818;[000000000000002d, 02:24:10.316546000]
51788;[0000000000000019, 02:24:10.302083000]
51780;[0000000000000018, 02:24:10.300974000]
51782;[000000000000000b, 02:24:10.301254000]
51784;[000000000000002e, 02:24:10.301530000]
51786;[0000000000000030, 02:24:10.301806000]
51924;[0000000000000043, 02:24:11.486183000]
51926;[000000000000003c, 02:24:11.486598000]
51920;[0000000000000042, 02:24:11.485377000]
51922;[000000000000004c, 02:24:11.485794000]
51888;[000000000000005d, 02:24:11.478344000]
51886;[0000000000000059, 02:24:11.477915000]
51884;[0000000000000057, 02:24:11.477555000]
51928;[000000000000004d, 02:24:11.496550000]
51882;[0000000000000055, 02:24:11.477251000]
51880;[0000000000000037, 02:24:11.476877000]
