2018-10-06 21:08:41,154;DOCKER-onos;0.850787;1047
2018-10-06 21:08:43,158;DOCKER-onos;1.170635;1047
2018-10-06 21:08:45,164;DOCKER-onos;0.842287;1047
2018-10-06 21:08:47,169;DOCKER-onos;0.866404;1047
2018-10-06 21:08:49,174;DOCKER-onos;3.367168;1047
2018-10-06 21:08:51,178;DOCKER-onos;0.654674;1047
2018-10-06 21:08:53,183;DOCKER-onos;0.871103;1048
2018-10-06 21:08:55,188;DOCKER-onos;0.950878;1048
2018-10-06 21:08:57,193;DOCKER-onos;0.733190;1048
2018-10-06 21:08:59,197;DOCKER-onos;0.690881;1048
2018-10-06 21:09:01,202;DOCKER-onos;0.511684;1048
2018-10-06 21:09:03,206;DOCKER-onos;0.510683;1048
2018-10-06 21:09:05,214;DOCKER-onos;0.554124;1048
2018-10-06 21:09:07,218;DOCKER-onos;0.382186;1048
2018-10-06 21:09:09,222;DOCKER-onos;0.593883;1048
2018-10-06 21:09:11,230;DOCKER-onos;374.626156;1141
2018-10-06 21:09:13,237;DOCKER-onos;562.177277;1340
2018-10-06 21:09:15,243;DOCKER-onos;307.523745;1431
