2018-10-07 02:24:31,906;2-CBENCH-floodlight;16;500;36752.70
2018-10-07 02:24:43,518;2-CBENCH-floodlight;16;500;42581.82
2018-10-07 02:24:55,131;2-CBENCH-floodlight;16;500;36210.47
2018-10-07 02:25:06,742;2-CBENCH-floodlight;16;500;41525.71
2018-10-07 02:25:18,355;2-CBENCH-floodlight;16;500;45447.23
2018-10-07 02:25:29,967;2-CBENCH-floodlight;16;500;47257.70
2018-10-07 02:25:41,580;2-CBENCH-floodlight;16;500;40568.43
2018-10-07 02:25:53,192;2-CBENCH-floodlight;16;500;37992.62
2018-10-07 02:26:04,805;2-CBENCH-floodlight;16;500;38668.08
2018-10-07 02:26:16,417;2-CBENCH-floodlight;16;500;39488.69
