2018-10-07 01:57:33,707;2-CBENCH-odl;16;500;26099.27
2018-10-07 01:57:45,318;2-CBENCH-odl;16;500;26472.33
2018-10-07 01:57:56,930;2-CBENCH-odl;16;500;27345.12
2018-10-07 01:58:08,541;2-CBENCH-odl;16;500;27404.69
2018-10-07 01:58:20,153;2-CBENCH-odl;16;500;27600.82
2018-10-07 01:58:31,764;2-CBENCH-odl;16;500;26988.71
2018-10-07 01:58:43,375;2-CBENCH-odl;16;500;28241.87
2018-10-07 01:58:54,986;2-CBENCH-odl;16;500;26892.26
2018-10-07 01:59:06,597;2-CBENCH-odl;16;500;26320.11
2018-10-07 01:59:18,208;2-CBENCH-odl;16;500;26914.88
